,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
344,8786,David Bowie,67,Brixton,,United Kingdom,GB,GBR,51.463,-0.106,Europe,1947,Male,SINGER,MUSIC,ARTS,33416436,6.08745643,146215.62699999998,18317998,15098438,498752.7761,26.1468479
7999,731111,Ryan Reynolds,38,Vancouver,,CANADA,CA,CAN,49.25,-123.1,North America,1976,Male,ACTOR,FILM AND THEATRE,ARTS,33408554,4.09004555,187251.1805,21685218,11723336,879172.4737,20.12112539
1533,33265,Winston Churchill,114,Blenheim Palace,,United Kingdom,GB,GBR,51.841944,-1.361389,Europe,1874,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,32842779,7.456554063,122101.8125,18422655,14420124,288094.5526,28.1068635
1943,45109,Marie Antoinette,65,Vienna,,Austria,AT,AUT,48.2,16.366667,Europe,1755,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,32610600,8.645069981,111076.93800000001,14627397,17983203,501701.5385,28.44744228
6109,323592,Nicolaus Copernicus,128,Toruń,,POLAND,PL,POL,53.016667000000005,18.616667,Europe,1473,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,32512598,12.59147832,1145981.884,9558223,22954375,254004.6719,27.94117715
3292,89265,Jean-Claude Van Damme,58,Sint-Agatha-Berchem,,BELGIUM,BE,BEL,50.866667,4.3,Europe,1960,Male,ACTOR,FILM AND THEATRE,ARTS,32420293,7.31221491,185771.652,14747811,17672482,558970.569,24.0582528
3942,153295,Daniel Radcliffe,77,Fulham,,United Kingdom,GB,GBR,51.4767,-0.2138,Europe,1989,Male,ACTOR,FILM AND THEATRE,ARTS,31810849,7.181346564,286553.6154,15935605,15875244,413127.9091,19.04958738
8374,891226,Ryan Gosling,37,London,,CANADA,CA,CAN,42.9837,-81.2497,North America,1980,Male,ACTOR,FILM AND THEATRE,ARTS,31058128,4.810677202,363749.0093,17959836,13098292,839408.8649,18.97671656
9020,1439517,Rafael Nadal,85,Manacor,,SPAIN,ES,ESP,39.566666999999995,3.2,Europe,1986,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,31040194,6.987930487000001,354320.0459,15378035,15662159,365178.7529,19.38435193
7978,728776,Zlatan Ibrahimović,67,Malmö,,Sweden,SE,SWE,,,Europe,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,30902757,10.76063352,333422.6655,10467253,20435504,461235.1791,20.73732357
981,20408,Marie Curie,130,Warsaw,,POLAND,PL,POL,52.233333,21.016667,Europe,1867,Female,CHEMIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,30874600,12.13466025,520469.5964,10328136,20546464,237496.9231,27.60300351
1726,39660,Pope Benedict XVI,123,Marktl,,Germany,DE,DEU,48.253333000000005,12.843055999999999,Europe,1927,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,30549543,9.556153497,599709.7175,11759340,18790203,248370.2683,26.68534135
1800,42357,Elizabeth Taylor,90,Hampstead,,United Kingdom,GB,GBR,51.583,-0.185,Europe,1932,Female,ACTOR,FILM AND THEATRE,ARTS,30501275,4.915582997,763547.9539,19611496,10889779,338903.0556,24.87636195
807,16603,Keanu Reeves,68,Beirut,,LEBANON,LB,LBN,33.886944,35.513056,Asia,1964,Male,ACTOR,FILM AND THEATRE,ARTS,30400034,6.420199048,154442.5506,15833161,14566873,447059.3235,23.38628299
10849,19283178,Benito Mussolini,105,Predappio,,ITALY,IT,ITA,44.1,11.983333,Europe,1883,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,30179131,9.954007122,105271.1468,12178877,18000254,287420.2952,28.55071633
6321,347105,Mother Teresa,101,Skopje,,Republic of Macedonia,MK,MKD,42.0,21.433332999999998,Europe,1910,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,30145431,9.194702224,142746.1743,13786188,16359243,298469.6139,27.86335635
10502,9906294,Johann Sebastian Bach,144,Eisenach,,Germany,DE,DEU,50.976110999999996,10.320556,Europe,1685,Male,COMPOSER,MUSIC,ARTS,29753654,14.34111507,92194.10877,8852148,20901506,206622.5972,30.16719654
10832,18993992,Spartacus,64,Thrace,,Bulgaria,BG,BGR,,,Europe,-109,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,29683994,7.319394945,360810.76200000005,15160631,14523363,463812.4063,28.29962789
5431,249897,Keira Knightley,69,Teddington,,UNITED KINGDOM,GB,GBR,51.4242,-0.3321,Europe,1985,Female,ACTOR,FILM AND THEATRE,ARTS,29652842,6.8102909060000005,123770.8193,14476971,15175871,429751.3333,20.2936516
2285,53029,Muammar al-Gaddafi,111,Qasr Abu Hadi,,Libya,LY,LBY,,,Africa,1942,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,29470548,9.777271634,921884.747,12482232,16988316,265500.4324,25.90056094
2638,64182,Liam Neeson,52,Ballymena,,UNITED KINGDOM,GB,GBR,54.86,-6.28,Europe,1952,Male,ACTOR,FILM AND THEATRE,ARTS,29457449,4.867748464,247217.1007,17755623,11701826,566489.4038,23.99255413
10695,15326144,Neymar da Silva,49,Mogi das Cruzes,,BRAZIL,BR,BRA,-23.522778,-46.193056,South America,1992,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,29245139,10.98970546,477557.5812,9657964,19587175,596839.5714,18.11344134
931,19527,Mao Zedong,122,Shaoshan,,China,CN,CHN,27.91,112.48,Asia,1893,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,29051982,10.378966900000002,115691.9582,12630823,16421159,238131.0,28.46057367
9716,2808834,David Guetta,58,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1967,Male,MUSICIAN,MUSIC,ARTS,28980836,7.4198445920000005,244687.1829,11605909,17374927,499669.5862,22.56609277
649,14631,Immanuel Kant,125,Kaliningrad,,Russia,RU,RUS,54.716667,20.516667,Europe,1724,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,28745025,12.64372625,99219.88076,8098385,20646640,229960.2,29.68821634
1679,38301,Fidel Castro,115,Birán,,CUBA,CU,CUB,20.55,-75.9,North America,1926,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,28679945,8.125423977,137160.4572,14288715,14391230,249390.8261,27.60966713
246,5884,Charles Dickens,115,Portsmouth,,United Kingdom,GB,GBR,,,Europe,1812,Male,WRITER,LANGUAGE,HUMANITIES,28353630,8.570163256,535092.231,14276854,14076776,246553.3043,26.87218676
10692,15252813,Daniel Craig,59,Chester,,United Kingdom,GB,GBR,53.1903,-2.8916,Europe,1968,Male,ACTOR,FILM AND THEATRE,ARTS,28066604,5.407489843,350993.594,16431245,11635359,475705.1525,21.31428122
10053,4764846,Usain Bolt,85,Sherwood Content,,Jamaica,JM,JAM,18.390556,-77.630278,North America,1986,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,27968614,7.250721057000001,674724.1745,14493145,13475469,329042.5176,18.5225884
793,16509,Jeanne d'Arc,104,Domrémy-la-Pucelle,,France,FR,FRA,48.4431,5.6758,Europe,1412,Female,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,27928806,10.39371425,108762.52699999999,10321237,17607569,268546.2115,29.55662307
8719,1117939,Fernando Torres,70,Fuenlabrada,,SPAIN,ES,ESP,40.283333,-3.8,Europe,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,27838647,8.798865031,244907.3793,13183540,14655107,397694.9571,19.95189935
1496,32375,Voltaire,112,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1694,Male,WRITER,LANGUAGE,HUMANITIES,27632624,9.941170664,102250.7986,8312132,19320492,246719.8571,29.27322448
2273,52707,Kate Winslet,73,Reading,,UNITED KINGDOM,GB,GBR,51.454167,-0.9730559999999999,Europe,1975,Female,ACTOR,FILM AND THEATRE,ARTS,27624855,6.4318547189999995,182694.1053,14971440,12653415,378422.6712,21.29968714
230,5132,Charlize Theron,62,Johannesburg,,SOUTH AFRICA,ZA,ZAF,-26.188333,28.320556,Africa,1975,Female,ACTOR,FILM AND THEATRE,ARTS,27622039,6.189525539,227524.2552,14527556,13094483,445516.7581,20.91267584
10742,17414699,Genghis Khan,121,Delüün Boldog,,Mongolia,MN,MNG,,,Asia,1162,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,27565467,9.758642546,98624.82407,13788544,13776923,227813.7769,29.73528698
1054,22614,Oscar Wilde,100,Dublin,,IRELAND,IE,IRL,53.347778000000005,-6.259722,Europe,1854,Male,WRITER,LANGUAGE,HUMANITIES,27541340,8.624365784,78525.41071,12457022,15084318,275413.4,28.52872434
5880,302695,Hugh Jackman,57,Sydney,,AUSTRALIA,AU,AUS,-33.865,151.209444,Oceania,1968,Male,ACTOR,FILM AND THEATRE,ARTS,27523862,5.373365958,231633.3649,15763644,11760218,482874.7719,21.6802235
6356,352699,Shahrukh Khan,65,New Delhi,,India,IN,IND,28.613889,77.208889,Asia,1965,Male,ACTOR,FILM AND THEATRE,ARTS,27226861,2.7991536889999997,154948.686,21517976,5708885,418874.7846,21.30306196
10537,11015252,Vladimir Lenin,137,Ulyanovsk,,Russia,RU,RUS,54.316667,48.366667,Europe,1870,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,27160642,12.92538618,113467.9172,9956302,17204340,198252.8613,28.9211201
8229,804581,Anne Frank,77,Frankfurt,,Germany,DE,DEU,50.116667,8.683333,Europe,1929,Female,WRITER,LANGUAGE,HUMANITIES,26806636,8.329443769,142597.9135,12392873,14413763,348138.1299,27.10316464
8894,1297124,Kaká,71,Brasilia,,BRAZIL,BR,BRA,-16.019444,-48.066944,South America,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,26741890,9.054373838,174290.6482,11185649,15556241,376646.338,20.68816598
233,5314,Charlemagne,116,Liège,,Belgium,BE,BEL,,,Europe,742,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,26626252,11.06317039,84160.24232,8904205,17722047,229536.6552,30.48367015
10290,6860726,Jack the Ripper,55,Other,,United Kingdom,GB,GBR,,,Europe,1850,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,26544061,6.769212875,74818.71033,14223471,12320590,482619.2909,27.51569168
712,15941,Jean-Jacques Rousseau,106,Geneva,,SWITZERLAND,CH,CHE,46.2,6.15,Europe,1712,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,26399173,11.27913314,113226.3828,6925275,19473898,249048.8019,29.16282153
1292,25525,René Descartes,120,Descartes,Indre-et-Loire,France,FR,FRA,46.9744,0.6986,Europe,1596,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,26370301,11.159861099999999,118175.3152,7270413,19099888,219752.5083,29.448118400000002
1069,23275,Pythagoras,114,Samos Island,,Greece,GR,GRC,37.75,26.833333000000003,Europe,-570,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,26168219,12.78680342,94420.23237,6991724,19176495,229545.7807,31.06910338
1428,29490,Saddam Hussein,98,Al-Awja,,Iraq,IQ,IRQ,34.533056,43.733056,Asia,1937,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,26122662,9.839516264,119639.9987,12133300,13989362,266557.7755,27.55855068
8426,916099,Manny Pacquiáo,39,Kibawe,,PHILIPPINES,PH,PHL,7.566667,124.983333,Asia,1978,Male,BOXER,INDIVIDUAL SPORTS,SPORTS,25713027,2.943262587,332861.372,19137076,6575951,659308.3846,18.07701242
8111,760163,Rachel McAdams,41,London,,CANADA,CA,CAN,42.9837,-81.2497,North America,1978,Female,ACTOR,FILM AND THEATRE,ARTS,25704275,4.396778532,171135.3802,15782072,9922203,626933.5366,19.60466277
4133,161570,Pablo Escobar,43,Rionegro,,COLOMBIA,CO,COL,6.1535470000000005,-75.37425,South America,1949,Male,MAFIOSO,OUTLAWS,PUBLIC FIGURE,25667921,4.933832401,254685.8667,10013408,15654513,596928.3953,24.40274338
1792,42146,Victor Hugo,123,Besançon,,FRANCE,FR,FRA,47.2431,6.0219,Europe,1802,Male,WRITER,LANGUAGE,HUMANITIES,25659755,9.532179051,146087.2676,5061320,20598435,208615.8943,28.65994176
904,18553,Louis XIV of France,89,Paris,,France,FR,FRA,48.898056,2.096389,Europe,1638,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,25431554,9.976394725,105622.3642,7357521,18074033,285747.7978,28.98142808
541,12731,George Harrison,78,Liverpool,,UNITED KINGDOM,GB,GBR,53.4,-3.0,Europe,1943,Male,MUSICIAN,MUSIC,ARTS,25394395,6.262882668,104326.4161,13859280,11535115,325569.1667,26.73499036
1718,39356,Anne Boleyn,62,Norfolk or Kent,,United Kingdom,GB,GBR,51.183479999999996,0.11055,Europe,1501,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,25342861,6.156981324,96312.20962000001,14213153,11129708,408755.8226,28.95340635
8100,757257,Gerard Butler,48,Paisley,,UNITED KINGDOM,GB,GBR,55.846627000000005,-4.423636,Europe,1969,Male,ACTOR,FILM AND THEATRE,ARTS,25322767,5.028434508,125278.6143,14766928,10555839,527557.6458,21.7061824
3224,85406,Ozzy Osbourne,54,Aston,,United Kingdom,GB,GBR,52.5,-1.88,Europe,1948,Male,SINGER,MUSIC,ARTS,25287553,6.788301255,73501.35707,12774904,12512649,468288.0185,26.10743117
1949,45218,Sacha Baron Cohen,55,Hammersmith,,UNITED KINGDOM,GB,GBR,51.4928,-0.2229,Europe,1971,Male,ACTOR,FILM AND THEATRE,ARTS,24975783,4.193937398,285120.1515,16636789,8338994,454105.1455,20.26967021
5898,303892,Enrique Iglesias,66,Madrid,,SPAIN,ES,ESP,40.4,-3.683333,Europe,1976,Male,SINGER,MUSIC,ARTS,24746430,5.441921272,157240.1446,14560464,10185966,374945.9091,20.69274551
1358,26709,Sean Connery,80,Fountainbridge,,UNITED KINGDOM,GB,GBR,55.943611,-3.208889,Europe,1930,Male,ACTOR,FILM AND THEATRE,ARTS,24725280,6.175524396,142082.2865,13701202,11024078,309066.0,26.48824149
4155,162276,Frida Kahlo,112,Coyoacán,,Mexico,MX,MEX,19.35,-99.16166700000001,North America,1907,Female,PAINTER,FINE ARTS,ARTS,24591278,7.44044317,140772.0214,9543089,15048189,219564.9821,27.502496999999998
1065,23006,Penélope Cruz,75,Alcobendas,,SPAIN,ES,ESP,40.533333,-3.6333330000000004,Europe,1974,Female,ACTOR,FILM AND THEATRE,ARTS,24476969,6.997891885,160171.0646,11767114,12709855,326359.5867,21.58769437
8816,1221476,Chris Hemsworth,32,Melbourne,,AUSTRALIA,AU,AUS,-37.813611,144.963056,Oceania,1983,Male,ACTOR,FILM AND THEATRE,ARTS,24440640,3.812766269,388639.0387,15956831,8483809,763770.0,17.36160604
9293,1792975,Tom Hardy,36,Hammersmith,,UNITED KINGDOM,GB,GBR,51.4928,-0.2229,Europe,1977,Male,ACTOR,FILM AND THEATRE,ARTS,24412789,3.2783650539999996,429628.2662,17582436,6830353,678133.0278,17.99884629
1275,24953,Pelé,88,Três Corações,,BRAZIL,BR,BRA,-21.694722,-45.255278000000004,South America,1940,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,24153197,10.42268469,125882.7217,8748518,15404679,274468.1477,27.44657082
401,10049,Eric Clapton,65,Ripley,,UNITED KINGDOM,GB,GBR,51.297862,-0.4881,Europe,1945,Male,MUSICIAN,MUSIC,ARTS,23996621,6.756015467999999,55318.96399,12548460,11448161,369178.7846,26.89206377
1515,32817,Vladimir Putin,131,Saint Petersburg,,Russia,RU,RUS,59.95,30.3,Europe,1952,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,23717139,9.249478125,163382.5794,11910646,11806493,181046.8626,25.76477158
180,3395,Gautama Buddha,124,Lumbini,,Nepal,NP,NPL,27.533333000000002,83.05,Asia,-563,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,23685332,8.08259386,96995.50597,12331379,11353953,191010.7419,30.04180984
445,10858,Franz Kafka,120,Prague,,CZECH REPUBLIC,CZ,CZE,50.083333,14.416667000000002,Europe,1883,Male,WRITER,LANGUAGE,HUMANITIES,23538969,12.63414836,406063.1646,7307861,16231108,196158.075,27.22075693
3113,80335,Helena Bonham Carter,47,Golders Green,,UNITED KINGDOM,GB,GBR,51.5734,-0.1982,Europe,1966,Female,ACTOR,FILM AND THEATRE,ARTS,23498486,5.5306020579999995,136309.8043,13089757,10408729,499967.7872,22.08327465
2788,68904,Michael J. Fox,50,Edmonton,,Canada,CA,CAN,53.533333,-113.5,North America,1961,Male,ACTOR,FILM AND THEATRE,ARTS,23391970,6.090737169,109286.0994,12072882,11319088,467839.4,23.32909723
9,808,Alfred Hitchcock,100,Leytonstone,,UNITED KINGDOM,GB,GBR,51.568999999999996,0.01,Europe,1899,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,23216701,8.349060938,164426.3051,10496279,12720422,232167.01,27.17598213
261,6548,Claude Monet,92,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1840,Male,PAINTER,FINE ARTS,ARTS,23208960,10.93509881,84035.54197,8127650,15081310,252271.3043,28.50443491
1381,27717,Salma Hayek,58,Coatzacoalcos,,MEXICO,MX,MEX,18.15,-94.43333299999999,North America,1966,Female,ACTOR,FILM AND THEATRE,ARTS,23199811,5.3799991160000005,117030.085,13135514,10064297,399996.7414,22.37201838
977,20312,Hayao Miyazaki,56,Bunkyō,,JAPAN,JP,JPN,35.716667,139.75,Asia,1941,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,23187514,6.682813522000001,97081.10736000001,10278215,12909299,414062.75,26.58246806
3957,154099,Kim Jong-il,91,Vyatskoye,,Russia,RU,RUS,48.733333,135.716667,Europe,1941,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,23079229,6.925184861,530427.501,12627669,10451560,253617.9011,25.18958747
742,16143,John Locke,99,Wrington,,UNITED KINGDOM,GB,GBR,51.3617,-2.7606,Europe,1632,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,23061256,8.152771407000001,78118.15508,10436206,12625050,232941.9798,28.74251551
688,15782,Jane Austen,84,Steventon,,UNITED KINGDOM,GB,GBR,51.2303,-1.2189,Europe,1775,Female,WRITER,LANGUAGE,HUMANITIES,22946034,8.126610814,272518.7564,11258191,11687843,273167.0714,26.90395627
5701,277721,Kate Beckinsale,46,London,,UNITED KINGDOM,GB,GBR,51.5683,-0.1031,Europe,1973,Female,ACTOR,FILM AND THEATRE,ARTS,22936242,5.139677311,162301.0999,12739667,10196575,498613.9565,20.65279808
684,15770,Jules Verne,96,Nantes,,FRANCE,FR,FRA,47.2181,-1.5528,Europe,1828,Male,WRITER,LANGUAGE,HUMANITIES,22914095,12.4540483,622201.203,6530176,16383919,238688.4896,26.79347338
765,16308,Jet Li,54,Beijing,,China,CN,CHN,39.916667,116.38333300000001,Asia,1963,Male,ACTOR,FILM AND THEATRE,ARTS,22726161,8.394246767,148452.2991,9579912,13146249,420854.8333,23.22730507
1027,21615,Nostradamus,74,Saint-Rémy-de-Provence,,France,FR,FRA,43.79,4.8325,Europe,1503,Male,WRITER,LANGUAGE,HUMANITIES,22719309,10.746654800000002,158376.4606,9239896,13479413,307017.6892,28.28183993
442,10823,Frédéric Chopin,109,Żelazowa Wola,,POLAND,PL,POL,52.266667,20.333333,Europe,1810,Male,COMPOSER,MUSIC,ARTS,22680875,10.66179358,118556.05099999999,6522985,16157890,208081.422,28.465826899999996
331,8485,Diego Maradona,87,Buenos Aires,,ARGENTINA,AR,ARG,-34.7,-58.4,South America,1960,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,22634139,10.40408534,161815.9023,7799370,14834769,260162.5172,24.42006893
10428,8394247,Mario Barwuah Balotelli,58,Palermo,,ITALY,IT,ITA,38.116667,13.366667000000001,Europe,1990,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,22532081,8.967855659,569725.7673,8685545,13846536,388484.1552,17.64600466
4837,199445,Wayne Rooney,72,Croxteth,,United Kingdom,GB,GBR,53.448190000000004,-2.90757,Europe,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,22509105,7.510442294,142425.291,11912264,10596841,312626.4583,19.658895899999997
4889,203407,Celine Dion,76,Charlemagne,,CANADA,CA,CAN,45.716667,-73.483333,North America,1968,Female,SINGER,MUSIC,ARTS,22409500,7.086484105,101369.0102,11516183,10893317,294861.8421,22.78888739
2395,57187,Mick Jagger,58,Dartford,,UNITED KINGDOM,GB,GBR,51.464,0.254,Europe,1943,Male,SINGER,MUSIC,ARTS,22402625,5.712889476,149144.2955,12967719,9434906,386252.1552,25.66308926
1019,21444,Niccolò Machiavelli,106,Florence,,ITALY,IT,ITA,43.783333,11.25,Europe,1469,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,22390820,9.755201538,86076.6625,7778519,14612301,211234.1509,29.2668473
245,5823,Confucius,192,Qufu,,China,CN,CHN,,,Asia,-551,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,22363652,13.0896049,76360.60552000001,8059462,14304190,116477.3542,31.37052629
724,16027,J. K. Rowling,91,Yate,,UNITED KINGDOM,GB,GBR,51.5402,-2.410989,Europe,1965,Female,WRITER,LANGUAGE,HUMANITIES,22229230,7.34141868,169135.1104,11962949,10266281,244277.2527,22.9001905
109,1844,Archimedes,129,Syracuse,,Italy,IT,ITA,37.083333,15.283332999999999,Europe,-287,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,22022077,13.38225217,71916.70106,7288783,14733294,170713.7752,30.99069732
5874,302167,Salman Khan,41,Indore,,India,IN,IND,22.7,75.9,Asia,1965,Male,ACTOR,FILM AND THEATRE,ARTS,21938055,1.5887514169999999,161163.1743,20233659,1704396,535074.5122,18.81176057
935,19577,Moses,115,Wadi Tumilat,,Egypt,EG,EGY,,,Africa,-1391,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,21880195,12.68883448,83770.44422,8322104,13558091,190262.5652,30.86324707
4078,159547,Milla Jovovich,48,Kiev,,UKRAINE,UA,UKR,50.45,30.523333,Europe,1975,Female,ACTOR,FILM AND THEATRE,ARTS,21724104,6.2716777089999995,159474.7452,10833139,10890965,452585.5,20.60085021
10904,20022961,Liam Hemsworth,29,Melbourne,,AUSTRALIA,AU,AUS,-37.813611,144.963056,Oceania,1990,Male,ACTOR,FILM AND THEATRE,ARTS,21614952,4.18627417,321665.4348,13331408,8283544,745343.1724,16.20734614
10575,11983273,Aishwarya Rai,66,Mangalore,,India,IN,IND,12.87,74.88,Asia,1973,Female,ACTOR,FILM AND THEATRE,ARTS,21607556,3.529787937,108945.9914,15804157,5803399,327387.2121,20.4133766
9384,1996436,Russell Brand,30,Grays,,UNITED KINGDOM,GB,GBR,51.4724,0.3247,Europe,1975,Male,ACTOR,FILM AND THEATRE,ARTS,21477421,2.5377078159999997,160582.1671,17229127,4248294,715914.0333,18.26630746
6505,377337,Sunny Leone,27,Sarnia,,CANADA,CA,CAN,42.999444,-82.30888900000001,North America,1981,Female,PORNOGRAPHIC ACTOR,MEDIA PERSONALITY,PUBLIC FIGURE,21407381,1.80287836,332400.7545,19190809,2216572,792865.963,15.45660593
5110,220160,Thierry Henry,68,Les Ulis,,FRANCE,FR,FRA,48.6822,2.1698,Europe,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,21346807,8.482816128,132082.5204,9541035,11805772,313923.6324,21.17803341
10454,8900348,Nina Dobrev,45,Sofia,,BULGARIA,BG,BGR,42.7,23.333333,Europe,1989,Female,ACTOR,FILM AND THEATRE,ARTS,21319753,6.5168615029999994,227460.8768,11019050,10300703,473772.2889,17.81357569
10470,9195868,Orlando Bloom,68,Canterbury,,UNITED KINGDOM,GB,GBR,51.275,1.087,Europe,1977,Male,ACTOR,FILM AND THEATRE,ARTS,21289645,7.728077907,102753.8089,9933709,11355936,313083.0147,21.29441273
9546,2323727,Ellen Page,47,Halifax,,CANADA,CA,CAN,44.67,-63.61,North America,1987,Female,ACTOR,FILM AND THEATRE,ARTS,21285325,4.334711379,136369.35,13281803,8003522,452879.2553,18.05044047
700,15872,J. R. R. Tolkien,110,Bloemfontein,,SOUTH AFRICA,ZA,ZAF,-29.116667,26.216666999999998,Africa,1892,Male,WRITER,LANGUAGE,HUMANITIES,21230098,8.419671242,193193.2927,10494334,10735764,193000.8909,26.90239177
5020,213163,Gary Oldman,59,London,,United Kingdom,GB,GBR,51.4709,-0.0337,Europe,1958,Male,ACTOR,FILM AND THEATRE,ARTS,21222575,4.906675764,132481.2942,12637028,8585547,359704.661,23.18126078
